File,NEF,TIFF,Date Created,Date Modified,File Size,Image Size,Date Shot,Time Zone and Date,Image Quality,Artist,Copyright,Image Comment,Device,Lens,Focal Length,Focus Mode,AF-Area Mode,VR,AF Fine Tune,Aperture,Shutter Speed,Exposure Mode,Exposure Comp.,Exposure Tuning,Metering,ISO Sensitivity,Flash Device,Flash Sync Mode,Flash Mode,White Balance,Color Space,High ISO NR,Long Exposure NR,Active D-Lighting,Image Authentication,Vignette Control,Auto Distortion Control,Picture Control,Base,Quick Adjust,Sharpening,Contrast,Brightness,Saturation,Hue,Filter Effects,Toning,Optimize Image,Color Mode,Tone Comp.,Hue Adjustment,Saturation,Sharpening,Latitude,Longitude,Altitude,Altitude Reference,Heading,UTC,Map Datum,Scene Mode,Keywords
r017904f0t,http://193.205.194.113/RAISE/NEF/r017904f0t.NEF,http://193.205.194.113/RAISE/TIFF/r017904f0t.TIF,9/20/2014 18:14,8/23/2012 12:18,19.0 MB,L (4928 x 3264),18:26.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,20mm,AF-A,Auto,ON,OFF,f/16,1/125s,Manual,0EV,,Matrix,ISO 250,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,6,2,1,0,1,,,,,,,,,,,,,,,,,outdoor
r018ba134t,http://193.205.194.113/RAISE/NEF/r018ba134t.NEF,http://193.205.194.113/RAISE/TIFF/r018ba134t.TIF,9/21/2014 9:37,3/23/2013 10:01,19.1 MB,L (4928 x 3264),01:02.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/16,1/250s,Manual,0EV,,Matrix,ISO 250,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,1,0,0,,,,,,,,,,,,,,,,,landscape; outdoor
r018e74fet,http://193.205.194.113/RAISE/NEF/r018e74fet.NEF,http://193.205.194.113/RAISE/TIFF/r018e74fet.TIF,9/20/2014 19:33,8/10/2012 12:56,20.7 MB,L (4928 x 3264),56:02.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/11,1/640s,Manual,0EV,,Spot,ISO 1000,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,2,1,-1,0,,,,,,,,,,,,,,,,,buildings; outdoor
r0191aaf4t,http://193.205.194.113/RAISE/NEF/r0191aaf4t.NEF,http://193.205.194.113/RAISE/TIFF/r0191aaf4t.TIF,9/20/2014 20:29,8/28/2012 13:28,18.4 MB,L (4928 x 3264),28:39.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/7.1,1/100s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, G2",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,6,3,1,1,0,,,,,,,,,,,,,,,,,buildings; outdoor
r019eb1cbt,http://193.205.194.113/RAISE/NEF/r019eb1cbt.NEF,http://193.205.194.113/RAISE/TIFF/r019eb1cbt.TIF,9/20/2014 23:26,2/19/2012 6:50,10.3 MB,L (4288 x 2848),50:55.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/8,1/200s,Aperture Priority,0EV,,Matrix,ISO 400,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,8,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,buildings; outdoor; people
r01a31693t,http://193.205.194.113/RAISE/NEF/r01a31693t.NEF,http://193.205.194.113/RAISE/TIFF/r01a31693t.TIF,9/21/2014 2:49,5/3/2014 10:19,19.0 MB,L (4928 x 3264),19:47.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/8,1/200s,Aperture Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, A1, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,1,0,,,,,,,,,,,,,,,,,outdoor
r01a5f38at,http://193.205.194.113/RAISE/NEF/r01a5f38at.NEF,http://193.205.194.113/RAISE/TIFF/r01a5f38at.TIF,9/21/2014 1:18,9/9/2012 5:45,9.83 MB,L (4288 x 2848),45:31.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/8,1/160s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,6,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,objects; outdoor
r01b3f004t,http://193.205.194.113/RAISE/NEF/r01b3f004t.NEF,http://193.205.194.113/RAISE/TIFF/r01b3f004t.TIF,9/21/2014 8:02,1/20/2013 8:55,21.5 MB,L (4928 x 3264),55:10.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/3.5,1/1600s,Shutter Priority,+0.7EV,,Spot,ISO 1600,,,,"Direct sunlight, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,9,3,1,1,1,,,,,,,,,,,,,,,,,buildings; outdoor; people
r01b6aed6t,http://193.205.194.113/RAISE/NEF/r01b6aed6t.NEF,http://193.205.194.113/RAISE/TIFF/r01b6aed6t.TIF,9/20/2014 21:58,3/31/2012 5:24,11.7 MB,L (4288 x 2848),24:16.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,32mm,AF-S,Auto,ON,,f/11,1/500s,Programmed Auto,0EV,,Matrix,Auto (ISO 2500),,,,"Auto, 0, 0",Adobe RGB,ON (High),OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,objects; outdoor
r01c95f68t,http://193.205.194.113/RAISE/NEF/r01c95f68t.NEF,http://193.205.194.113/RAISE/TIFF/r01c95f68t.TIF,9/20/2014 23:44,3/10/2012 9:39,10.8 MB,L (4288 x 2848),39:46.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/16,1/100s,Aperture Priority,0EV,,Matrix,0.3EV under 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,7,Active D-Lighting,Active D-Lighting,2,1,,,,,,,,,,,,,,,,,landscape; outdoor
r01cbb7fdt,http://193.205.194.113/RAISE/NEF/r01cbb7fdt.NEF,http://193.205.194.113/RAISE/TIFF/r01cbb7fdt.TIF,9/20/2014 16:16,4/11/2014 11:16,17.7 MB,L (4928 x 3264),16:12.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,200mm,AF-A,Dynamic,ON,OFF,f/5.6,1/60s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,-1,0,,,,,,,,,,,,,,,,,nature; outdoor
r01cf60c7t,http://193.205.194.113/RAISE/NEF/r01cf60c7t.NEF,http://193.205.194.113/RAISE/TIFF/r01cf60c7t.TIF,9/20/2014 21:50,6/28/2012 3:53,10.3 MB,L (4288 x 2848),53:01.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/8,1/640s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,buildings; outdoor
r01d0b83bt,http://193.205.194.113/RAISE/NEF/r01d0b83bt.NEF,http://193.205.194.113/RAISE/TIFF/r01d0b83bt.TIF,9/21/2014 6:52,4/7/2013 10:07,20.6 MB,L (4928 x 3264),07:24.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/3.5,1/6400s,Aperture Priority,0EV,,Matrix,ISO 500,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,1,0,0,,,,,,,,,,,,,,,,,outdoor; people
r01d9da09t,http://193.205.194.113/RAISE/NEF/r01d9da09t.NEF,http://193.205.194.113/RAISE/TIFF/r01d9da09t.TIF,9/20/2014 16:15,4/11/2014 11:12,17.6 MB,L (4928 x 3264),12:45.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,27mm,AF-A,Dynamic,ON,OFF,f/5.6,1/500s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,-1,0,,,,,,,,,,,,,,,,,nature; outdoor
r01ef1b4at,http://193.205.194.113/RAISE/NEF/r01ef1b4at.NEF,http://193.205.194.113/RAISE/TIFF/r01ef1b4at.TIF,9/21/2014 10:38,10/4/2013 11:22,20.9 MB,L (4928 x 3264),22:30.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,20mm,AF-A,Dynamic,ON,OFF,f/22,1/100s,,0EV,,Matrix,ISO 500,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,landscape; outdoor
r0200a7a6t,http://193.205.194.113/RAISE/NEF/r0200a7a6t.NEF,http://193.205.194.113/RAISE/TIFF/r0200a7a6t.TIF,9/20/2014 16:14,8/28/2012 10:05,12.0 MB,L (4288 x 2848),05:29.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/8,1/200s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,6,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r02059ab4t,http://193.205.194.113/RAISE/NEF/r02059ab4t.NEF,http://193.205.194.113/RAISE/TIFF/r02059ab4t.TIF,9/20/2014 23:55,3/23/2012 13:19,9.39 MB,L (4288 x 2848),19:46.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,70mm,AF-A,Auto,ON,,f/5.3,1/40s,Aperture Priority,0EV,,Matrix,Auto (ISO 200),,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,Indoor; objects
r0207a52ct,http://193.205.194.113/RAISE/NEF/r0207a52ct.NEF,http://193.205.194.113/RAISE/TIFF/r0207a52ct.TIF,9/21/2014 0:29,5/13/2012 10:46,10.5 MB,L (4288 x 2848),46:00.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/1000s,Aperture Priority,+0.3EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,buildings; outdoor; people
r021429abt,http://193.205.194.113/RAISE/NEF/r021429abt.NEF,http://193.205.194.113/RAISE/TIFF/r021429abt.TIF,9/21/2014 11:55,10/19/2013 8:31,19.8 MB,L (4928 x 3264),31:53.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,22mm,AF-A,Dynamic,ON,OFF,f/18,1/60s,,0EV,,Matrix,ISO 250,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,landscape; outdoor
r02189767t,http://193.205.194.113/RAISE/NEF/r02189767t.NEF,http://193.205.194.113/RAISE/TIFF/r02189767t.TIF,9/21/2014 3:40,5/17/2014 9:44,20.1 MB,L (4928 x 3264),44:26.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-C,Dynamic,ON,OFF,f/10,1/320s,Aperture Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,0,1,1,1,,,,,,,,,,,,,,,,,outdoor
r02210c2at,http://193.205.194.113/RAISE/NEF/r02210c2at.NEF,http://193.205.194.113/RAISE/TIFF/r02210c2at.TIF,9/21/2014 7:36,2/16/2013 9:50,20.4 MB,L (4928 x 3264),50:43.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,20mm,AF-A,Auto,ON,OFF,f/18,1/500s,Aperture Priority,0EV,,Matrix,ISO 640,,,,"Auto1, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,1,0,0,,,,,,,,,,,,,,,,,landscape; outdoor
r0225b88bt,http://193.205.194.113/RAISE/NEF/r0225b88bt.NEF,http://193.205.194.113/RAISE/TIFF/r0225b88bt.TIF,9/20/2014 17:42,8/22/2012 9:33,17.3 MB,L (4928 x 3264),33:15.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,28mm,AF-A,Auto,ON,OFF,f/4.5,1/15s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,6,0,1,-1,0,,,,,,,,,,,,,,,,,Indoor; people
r022af74ct,http://193.205.194.113/RAISE/NEF/r022af74ct.NEF,http://193.205.194.113/RAISE/TIFF/r022af74ct.TIF,9/21/2014 0:11,5/12/2012 10:40,10.2 MB,L (4288 x 2848),40:27.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/4000s,Aperture Priority,+0.3EV,,Matrix,ISO 400,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,buildings; landscape; outdoor
r02354285t,http://193.205.194.113/RAISE/NEF/r02354285t.NEF,http://193.205.194.113/RAISE/TIFF/r02354285t.TIF,9/20/2014 15:56,9/23/2011 13:19,20.7 MB,L (4928 x 3264),19:26.8,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,32mm,Manual,Single,ON,OFF,f/29,1/160s,Manual,0EV,,Matrix,ISO 800,,,,"Cloudy, A4, G3",sRGB,ON (Low),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,7,2,0,2,1,,,,,,,,,,,,,,,,,landscape; outdoor
r0249f733t,http://193.205.194.113/RAISE/NEF/r0249f733t.NEF,http://193.205.194.113/RAISE/TIFF/r0249f733t.TIF,9/21/2014 2:27,3/2/2014 12:24,19.8 MB,L (4928 x 3264),24:49.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/22,1/200s,Aperture Priority,0EV,,Matrix,ISO 640,,,,"Shade, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,2,1,0,0,,,,,,,,,,,,,,,,,landscape; outdoor
r02508493t,http://193.205.194.113/RAISE/NEF/r02508493t.NEF,http://193.205.194.113/RAISE/TIFF/r02508493t.TIF,9/21/2014 1:30,6/28/2014 10:17,20.7 MB,L (4928 x 3264),17:34.1,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,95mm,AF-A,"Dynamic, 21 points",ON,OFF,f/18,1/60s,Aperture Priority,0EV,,Matrix,ISO 640,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,1,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r0250eb80t,http://193.205.194.113/RAISE/NEF/r0250eb80t.NEF,http://193.205.194.113/RAISE/TIFF/r0250eb80t.TIF,9/20/2014 16:59,4/12/2014 8:10,19.5 MB,L (4928 x 3264),10:31.9,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,Manual,Single,ON,OFF,f/3.5,1/50s,Aperture Priority,0EV,,Matrix,ISO 1250,,,,"Cloudy, A1, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,1,0,,,,,,,,,,,,,,,,,Indoor; objects
r02513d19t,http://193.205.194.113/RAISE/NEF/r02513d19t.NEF,http://193.205.194.113/RAISE/TIFF/r02513d19t.TIF,9/21/2014 8:45,6/8/2013 7:27,23.1 MB,L (4928 x 3264),27:26.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,26mm,AF-A,Dynamic,ON,OFF,f/4,1/125s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A1, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,1,1,0,,,,,,,,,,,,,,,,,nature; outdoor
r026b5360t,http://193.205.194.113/RAISE/NEF/r026b5360t.NEF,http://193.205.194.113/RAISE/TIFF/r026b5360t.TIF,9/20/2014 23:58,3/19/2012 9:08,9.97 MB,L (4288 x 2848),08:15.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-C,Auto,ON,,f/5.6,1/800s,Aperture Priority,0EV,,Matrix,Auto (ISO 200),,,,"Auto, 0, 0",Adobe RGB,OFF,OFF,Low,,,,[SD] STANDARD,[SD] STANDARD,0,3,Active D-Lighting,Active D-Lighting,0,0,,,,,,,,,,,,,,,,,landscape; outdoor
r026cedb7t,http://193.205.194.113/RAISE/NEF/r026cedb7t.NEF,http://193.205.194.113/RAISE/TIFF/r026cedb7t.TIF,9/20/2014 17:00,8/21/2012 9:23,19.7 MB,L (4928 x 3264),23:28.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/18,1/125s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,6,2,1,1,0,,,,,,,,,,,,,,,,,outdoor; people
r0279b17bt,http://193.205.194.113/RAISE/NEF/r0279b17bt.NEF,http://193.205.194.113/RAISE/TIFF/r0279b17bt.TIF,9/20/2014 21:12,2/18/2012 6:44,11.0 MB,L (4288 x 2848),44:57.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/25s,Aperture Priority,0EV,,Matrix,ISO 1000,,,,"Cool-white fluorescent, A1, G1",Adobe RGB,ON (Normal),OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,8,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,Indoor
r027a692ft,http://193.205.194.113/RAISE/NEF/r027a692ft.NEF,http://193.205.194.113/RAISE/TIFF/r027a692ft.TIF,9/21/2014 6:33,4/17/2013 8:43,23.3 MB,L (4928 x 3264),43:00.1,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,22mm,AF-C,Single,ON,OFF,f/10,1/160s,Aperture Priority,0EV,,Matrix,ISO 160,,,,"Direct sunlight, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r0281b52at,http://193.205.194.113/RAISE/NEF/r0281b52at.NEF,http://193.205.194.113/RAISE/TIFF/r0281b52at.TIF,9/20/2014 21:36,1/2/2012 1:04,22.7 MB,L (4928 x 3264),04:53.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/8,1/1250s,Aperture Priority,0EV,,Matrix,ISO 400,,,,"Shade, B3, M1",sRGB,ON (Low),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,0,2,1,,,,,,,,,,,,,,,,,landscape; outdoor
r0282ca06t,http://193.205.194.113/RAISE/NEF/r0282ca06t.NEF,http://193.205.194.113/RAISE/TIFF/r0282ca06t.TIF,9/20/2014 22:35,3/31/2012 9:31,9.55 MB,L (4288 x 2848),31:18.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/22,1/40s,Aperture Priority,+1.7EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,landscape; outdoor
r0284aa1at,http://193.205.194.113/RAISE/NEF/r0284aa1at.NEF,http://193.205.194.113/RAISE/TIFF/r0284aa1at.TIF,9/21/2014 9:46,3/23/2013 11:56,20.2 MB,L (4928 x 3264),56:46.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/6.3,1/160s,Auto,0EV,,Matrix,ISO 500,,,,"Auto1, 0, 0",sRGB,ON (Normal),OFF,Auto,,,OFF,[SD] STANDARD,[SD] STANDARD,-,Auto,0,0,Auto,0,,,,,,,,,,,,,,,,,buildings; outdoor
r0287344at,http://193.205.194.113/RAISE/NEF/r0287344at.NEF,http://193.205.194.113/RAISE/TIFF/r0287344at.TIF,9/21/2014 7:23,2/9/2013 12:47,21.4 MB,L (4928 x 3264),47:49.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,20mm,AF-A,Auto,ON,OFF,f/3.5,1/60s,Aperture Priority,+0.7EV,,Matrix,ISO 160,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,2,0,1,1,,,,,,,,,,,,,,,,,buildings; outdoor; people
r028896d3t,http://193.205.194.113/RAISE/NEF/r028896d3t.NEF,http://193.205.194.113/RAISE/TIFF/r028896d3t.TIF,9/20/2014 17:41,8/22/2012 9:26,17.6 MB,L (4928 x 3264),26:00.1,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,36mm,AF-A,Auto,ON,OFF,f/5.6,1/30s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,6,0,1,-1,0,,,,,,,,,,,,,,,,,Indoor; objects
r0288b58ct,http://193.205.194.113/RAISE/NEF/r0288b58ct.NEF,http://193.205.194.113/RAISE/TIFF/r0288b58ct.TIF,9/20/2014 16:49,4/12/2014 12:36,21.7 MB,L (4928 x 3264),36:10.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/7.1,1/200s,Aperture Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, A1, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,1,0,,,,,,,,,,,,,,,,,nature; outdoor
r02897203t,http://193.205.194.113/RAISE/NEF/r02897203t.NEF,http://193.205.194.113/RAISE/TIFF/r02897203t.TIF,9/20/2014 21:53,3/11/2012 11:26,10.2 MB,L (4288 x 2848),26:38.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,45mm,AF-A,Auto,ON,,f/20,1/25s,Aperture Priority,+1.3EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,7,Active D-Lighting,Active D-Lighting,2,1,,,,,,,,,,,,,,,,,landscape; outdoor
